gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,26.15,1042.55,No
Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,104.52,6644.64,Yes
Female,1,Yes,No,70,Yes,Yes,No,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,68.94,5161.76,No
Female,1,No,Yes,64,Yes,No,No,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,71.18,4842.51,No
Male,0,No,No,25,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,102.79,2546.17,No
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,74.92,2199.27,No
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.55,636.65,Yes
Male,0,Yes,Yes,28,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,102.43,2770.85,Yes
Male,0,Yes,No,36,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,116.43,4129.46,No
Female,0,Yes,No,11,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),94.54,1079.77,No
Male,0,No,Yes,21,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No,One year,No,Electronic check,111.33,2227.02,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.3,2359.29,No
Female,1,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,98.6,1684.25,Yes
Male,0,No,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),40.58,2974.34,Yes
Female,0,No,No,41,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,112.67,4723.34,No
Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),29.64,428.29,No
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),72.2,1697.25,No
Female,0,No,No,41,No,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),19.31,846.47,No
Male,0,No,No,6,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.21,324.8,Yes
Male,0,Yes,Yes,71,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,88.01,5855.47,No
Female,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),21.59,1231.34,No
Male,0,No,Yes,52,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),25.34,1381.26,No
Female,1,No,Yes,9,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,72.44,617.33,Yes
Female,0,No,Yes,30,Yes,No,No,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24.0,691.71,No
Female,0,Yes,No,44,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,49.2,2345.73,No
Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,No,Mailed check,95.64,6059.49,No
Female,0,No,No,43,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),50.61,2006.46,No
Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),58.39,1730.24,No
Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,96.48,729.66,No
Male,0,Yes,No,51,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),33.15,1683.54,Yes
Male,0,No,No,30,No,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,No,Electronic check,103.35,2797.83,No
Female,0,No,Yes,11,No,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.01,228.23,No
Female,0,No,Yes,20,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,42.15,898.48,Yes
Female,1,No,Yes,31,No,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,59.36,2018.5,Yes
Female,0,No,No,34,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.89,1393.66,Yes
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,No,Electronic check,103.01,1301.77,No
Male,0,Yes,No,48,No,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),112.74,5000.08,No
Female,1,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),47.61,1295.24,No
Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.98,2009.3,Yes
Male,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.56,5835.97,Yes
Male,0,No,No,48,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),119.41,5547.71,No
Female,0,Yes,No,42,Yes,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,79.4,3432.4,No
Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.51,5789.67,No
Female,0,No,Yes,5,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,20.3,97.09,No
Male,1,No,No,12,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,96.96,1123.03,No
Male,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,69.34,4453.84,No
Female,1,No,No,65,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.41,4011.08,Yes
Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),77.53,3734.8,No
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,42.55,1980.87,No
Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,66.38,4421.36,Yes
Male,0,Yes,Yes,50,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.41,3412.35,No
Male,0,Yes,No,39,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,95.61,3541.3,Yes
Male,0,Yes,No,42,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,75.2,3051.26,No
Female,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),74.63,1266.21,No
Female,0,No,No,43,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,21.59,959.92,No
Male,0,No,No,49,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),104.03,5483.8,No
Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.15,289.16,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),107.47,104.88,No
Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,104.5,7120.36,No
Male,0,Yes,No,24,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.39,1939.65,No
Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),19.24,543.03,Yes
Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),61.91,894.3,No
Female,0,Yes,No,4,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,44.83,178.1,No
Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),35.42,1512.85,Yes
Male,0,No,No,65,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,72.54,4846.24,No
Female,1,No,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.51,1598.5,No
Female,0,No,Yes,20,No,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,93.49,1765.45,No
Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.12,394.01,Yes
Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),74.68,779.42,No
Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,69.5,2027.52,No
Female,0,Yes,No,38,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,Yes,Electronic check,59.64,2063.56,Yes
Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Mailed check,105.89,2582.56,No
Male,0,Yes,No,39,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),79.72,3055.46,No
Female,1,Yes,No,51,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,96.7,5222.99,No
Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),100.6,5366.2,No
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),33.11,252.33,Yes
Male,0,No,No,68,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Two year,No,Mailed check,25.5,1712.79,No
Male,1,Yes,No,53,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.67,1538.39,No
Female,0,No,No,37,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,64.39,2200.76,No
Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),57.39,2849.59,No
Female,0,No,No,55,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,114.88,6037.03,Yes
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,61.66,2039.48,No
Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.94,1956.9,Yes
Female,0,No,No,59,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,34.78,1975.16,No
Male,0,Yes,Yes,47,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),52.55,2677.58,No
Female,0,Yes,No,49,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.71,5192.75,Yes
Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.39,1443.92,No
Female,0,No,No,3,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.51,277.03,Yes
Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Mailed check,50.08,927.96,Yes
Male,0,Yes,Yes,58,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,69.26,3630.86,Yes
Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),109.64,7766.1,No
Male,0,No,No,25,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,86.94,2388.38,No
Male,0,Yes,No,18,Yes,Yes,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,89.66,1560.17,No
Female,0,Yes,No,52,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.69,1607.97,No
Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),83.49,3290.37,No
Female,0,No,No,67,Yes,No,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),82.45,5000.61,No
Male,0,No,No,7,Yes,No,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.13,714.75,Yes
Female,0,Yes,No,44,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),86.05,3616.21,No
Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,89.92,3585.24,No
Female,1,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),100.26,5189.56,No
Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.04,1881.36,No
Female,1,No,Yes,37,Yes,No,No,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.87,2992.46,No
Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,60.62,1663.84,No
Male,1,No,No,32,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),30.54,899.96,No
Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,50.44,2643.51,No
Male,0,No,Yes,41,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,89.39,3634.1,No
Male,0,Yes,No,54,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.46,5918.89,No
Female,0,No,No,27,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),39.02,1060.72,No
Male,0,Yes,No,40,Yes,No,No,No,No,Yes,No,No,No,One year,No,Electronic check,33.56,1396.85,No
Female,0,No,No,41,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.65,2629.08,No
Male,0,Yes,Yes,70,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,99.96,7349.87,No
Female,0,No,No,24,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.43,553.49,No
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,105.51,2037.65,No
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),36.02,1843.66,No
Female,0,No,Yes,15,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.53,1187.65,No
Female,0,Yes,No,72,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.23,5397.43,No
Female,0,No,No,35,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),52.8,1899.0,Yes
Male,1,No,No,27,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Two year,No,Electronic check,71.15,1820.77,No
Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.05,167.41,Yes
Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,112.08,2301.64,No
Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),20.45,788.09,No
Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.56,3123.17,No
Female,0,No,No,50,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.86,1173.8,Yes
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),73.51,705.79,No
Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.81,6042.2,Yes
Male,1,Yes,No,1,No,No,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,39.14,36.36,Yes
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.53,236.75,Yes
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),63.95,234.47,No
Male,1,No,No,34,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.71,2748.76,No
Female,0,No,No,27,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),49.89,1318.63,No
Female,0,Yes,No,15,No,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,102.12,1552.62,No
Male,0,Yes,No,32,Yes,No,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,39.47,1301.46,No
Male,0,No,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,119.57,5014.19,No
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),103.76,6874.49,Yes
Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.45,1272.36,Yes
Female,0,No,No,63,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),89.46,5801.04,No
Female,1,No,Yes,61,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,33.39,2015.93,No
Female,0,Yes,No,14,No,No phone service,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.96,1451.02,Yes
Female,1,Yes,No,23,No,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,56.62,1350.13,Yes
Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.05,2759.96,Yes
Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,27.53,839.26,No
Male,0,No,No,41,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.74,1860.12,Yes
Male,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,23.84,613.47,Yes
Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,118.99,6181.95,No
Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.85,777.71,Yes
Female,1,No,No,31,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Mailed check,48.72,1438.08,No
Male,0,No,No,66,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,54.03,3251.11,Yes
Female,0,No,No,32,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,One year,No,Mailed check,61.32,2031.29,No
Male,0,Yes,No,10,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),51.94,470.43,No
Female,0,No,No,25,No,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.46,1926.5,No
Female,0,Yes,No,45,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),80.23,3696.3,No
Male,0,No,Yes,24,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,22.63,508.44,No
Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.4,216.86,Yes
Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.91,7273.8,No
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,33.98,2142.6,No
Female,0,No,Yes,55,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.7,2572.08,No
Male,0,No,No,10,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),79.93,746.96,No
Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,81.74,4187.08,No
Male,0,No,Yes,22,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.55,548.11,Yes
Male,0,No,Yes,14,Yes,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.47,913.47,Yes
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),21.85,174.86,Yes
Male,1,No,No,15,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,112.69,1783.45,No
Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.05,1418.08,No
Female,0,Yes,No,52,No,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,28.18,1334.39,No
Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),84.59,5757.46,No
Female,0,Yes,No,54,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,28.07,1523.14,Yes
Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,23.74,996.64,No
Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.96,807.74,No
Female,0,Yes,No,40,Yes,No phone service,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),117.24,4539.79,No
Male,0,No,No,69,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),77.07,4808.12,No
Male,1,Yes,No,27,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),51.19,1377.7,No
Female,0,Yes,Yes,43,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.7,1067.03,No
Male,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.59,1051.23,No
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),109.21,5164.98,No
Male,0,Yes,No,14,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,One year,No,Mailed check,67.0,1027.39,No
Male,0,No,Yes,64,Yes,No,No,No,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),27.3,1856.49,No
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,73.61,4615.12,No
Male,1,Yes,No,58,Yes,No,No,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,24.65,1553.64,Yes
Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,59.34,2639.32,No
Male,1,No,Yes,29,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,110.9,3253.29,No
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,112.48,2844.49,No
Female,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,115.15,3395.13,Yes
Female,1,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,32.56,2078.16,Yes
Male,1,No,No,67,No,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),36.7,2327.76,No
Male,0,No,No,35,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),104.8,3324.27,No
Female,0,No,No,60,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,28.46,1592.8,No
Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,Yes,Mailed check,19.26,1136.35,Yes
Female,0,Yes,No,70,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.3,6079.81,No
Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,63.25,172.56,Yes
Female,1,No,Yes,33,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.96,3529.75,No
Female,0,No,Yes,42,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),33.82,1357.02,No
Male,0,Yes,No,13,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,62.57,837.48,Yes
